serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,r_species,r_habitat,r_diet,r_iucn,r_overall,notes,saved_at
S0451,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,llava_interleave,factual,,0.7,0,forced_shr1,5,4,5,3,4,"SERIAL: S0451
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 5
R_IUCN: 3
R_OVERALL: 4
NOTES: Grizzly bear at camera tripod with trophy hunting protest sign. Correctly identified as Brown bear/Ursus arctos. Excellent omnivore diet (berries/nuts/roots/insects/fish/moose/elk). Moderate conservation status -- vague but directionally ok for LC.",2026-05-05 08:20:37
S0452,iNat_Alligator_mississippiensis_04,Alligator mississippiensis,American alligator,4,llava_interleave,conservation,,0.3,0,forced_evasion,2,3,1,1,2,"SERIAL: S0452
R_SPECIES: 2
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: American alligator image. Model called it crocodile (wrong genus), said VU (wrong -- LC), claimed global range including Africa/Asia/Australia (wrong -- SE USA only). Diet section did not appear in truncated output.",2026-05-05 08:20:37
S0453,iNat_Ailurus_fulgens_03,Ailurus fulgens,Red panda,2,llava_interleave,mythological,Ancient Greek,0.7,0,stratified_random,4,4,2,1,3,"SERIAL: S0453
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 2
R_IUCN: 1
R_OVERALL: 3
NOTES: Red panda clearly visible in mossy Himalayan forest tree. Correctly identified species and habitat. Diet of birch/willow leaves is wrong -- red pandas eat primarily bamboo. No IUCN mentioned (EN). Text truncated before conservation status section.",2026-05-05 08:22:19
S0454,iNat_Probosciger_aterrimus_03,Probosciger aterrimus,Palm cockatoo,2,llava_interleave,childrens,,0.7,2,forced_shr1,3,2,3,1,2,"SERIAL: S0454
R_SPECIES: 3
R_HABITAT: 2
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: Palm cockatoo perched on bare branch with distinctive spiky black crest and red cheek. Model called it black cockatoo -- partially correct (it IS black) but not identified as palm/proboscis cockatoo. Noted crown of feathers and bright red cheek -- accurate for visible features. Diet (nuts/seeds/fruits) reasonable. Habitat (tree branch) vague -- no mention of New Guinea/Australia. IUCN not mentioned. Text truncated.",2026-05-05 08:22:19
S0455,GBIF_Alligator_mississippiensis_02,Alligator mississippiensis,American alligator,4,gemma4_8b,conservation,,0.7,0,forced_shr1,1,2,1,3,1,"SERIAL: S0455
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 1
R_IUCN: 3
R_OVERALL: 1
NOTES: Clear American alligator (blunt snout) on dry grass in Florida-type setting. Model misidentified as Nile Crocodile (Crocodylus niloticus) -- completely wrong. Habitat type (riparian/terrestrial interface) correct type but wrong geographic region. IUCN LC accidentally correct. Diet section not reached due to truncation.",2026-05-05 08:22:19
S0456,GBIF_Pseudoryx_nghetinhensis_01,Pseudoryx nghetinhensis,Saola,3,gemma4_8b,factual,,0.3,1,forced_shr1,1,1,1,1,1,"SERIAL: S0456
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: GBIF image shows researcher holding saola (Pseudoryx nghetinhensis) horns in Southeast Asian field (mountains visible in background). Model correctly noted this is not a camera-trap photo but a person holding animal horns. Could not identify species. No ecological info provided. Unusual specimen/horns image.",2026-05-05 08:22:19
S0457,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,llava16,conservation,,0.7,0,stratified_random,1,1,1,1,1,"SERIAL: S0457
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: PAW PRINT image -- jaguar track on metal ruler with date stamp 5/8/07. Model correctly identified paw print on ruler but could not identify species or provide any ecological information. Appropriately declined to speculate without sufficient information.",2026-05-05 08:22:19
S0458,GBIF_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,llava16,childrens,,0.7,1,forced_shr1,1,2,1,1,1,"SERIAL: S0458
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Kakapo nestled at ground level in mossy tree roots -- clearly flightless ground parrot. Model had bird flying and eating insects -- both completely wrong (kakapo are flightless and herbivorous). Partially correct green coloring noted. Not identified as kakapo. EN not mentioned.",2026-05-05 08:24:18
S0459,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,gemma3,conservation,,0.3,2,forced_shr1,5,5,1,5,4,"SERIAL: S0459
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 5
R_OVERALL: 4
NOTES: Black rhino running in muddy open grassland/wetland. Correct ID (Diceros bicornis), CR (correct), eastern/southern Africa range (correct), habitat (grasslands/savannas/dense bushland near water -- accurate). Poaching as primary threat (correct). Diet section not reached due to truncation.",2026-05-05 08:24:18
S0460,iNat_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,gemma3,conservation,,0.7,1,forced_shr1,5,5,5,5,5,"SERIAL: S0460
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: South American tapir standing in river at sandy riverbank -- riverine habitat clearly visible. Model correctly identified Tapirus terrestris, VU (correct), South America/Amazon basin (correct), riverine forests/swamps/near water (accurate), leaves/fruits/shoots diet (correct), seed dispersal role noted (correct).",2026-05-05 08:24:18
S0461,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,gemma3,mythological,Hindu,0.7,1,forced_shr1,1,1,1,2,1,"SERIAL: S0461
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 2
R_OVERALL: 1
NOTES: Nighttime camera-trap image of leopard (Panthera pardus) with rosette pattern visible. Model wrote about jaguar (Panthera onca) in Amazon -- completely wrong species, wrong continent (Americas vs Africa/Asia), wrong prey (capybaras/peccaries/caiman are S. American prey). Said Near Threatened -- wrong (leopard is VU). Species confusion: leopard vs jaguar.",2026-05-05 08:24:18
S0462,GBIF_Acinonyx_jubatus_00,Acinonyx jubatus,Cheetah,4,idefics3,factual,,0.7,2,forced_shr1,1,2,1,2,1,"SERIAL: S0462
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 1
R_IUCN: 2
R_OVERALL: 1
NOTES: Cheetah clearly visible with diagnostic tear marks and solid black spots, crouching behind rock in African savanna grassland. Model identified as Leopard (Panthera pardus) -- wrong. Described ambush/tree-climbing behavior -- cheetah-specific coursing behavior completely missed. Africa savanna habitat type correct but species wrong. VU accidentally correct for cheetah too.",2026-05-05 08:24:18
S0463,iNat_Arctictis_binturong_02,Arctictis binturong,Binturong,2,gemma3,factual,,0.7,2,forced_evasion,1,3,1,1,1,"SERIAL: S0463
R_SPECIES: 1
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Binturong in fruiting tree (orange berries visible). Model misidentified as Banded Palm Civet (Paradoxurus hermaphroditus) -- wrong species. SE Asia rainforest habitat partially overlaps with binturong range. Text truncated before diet/IUCN sections.",2026-05-05 08:26:31
S0464,iNat_Ailuropoda_melanoleuca_03,Ailuropoda melanoleuca,Giant panda,1,qwen25vl,childrens,,0.7,0,forced_ehr0,4,4,5,1,3,"SERIAL: S0464
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 5
R_IUCN: 1
R_OVERALL: 3
NOTES: Camera-trap image of giant panda walking through bamboo. Model correctly identified as panda bear in China with bamboo diet (stems and leaves). No scientific name provided. IUCN not mentioned (VU). Model noted conservation success/downlisting implicitly.",2026-05-05 08:26:31
S0465,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,gemma3,factual,,0.3,1,forced_shr1,5,5,1,1,3,"SERIAL: S0465
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 1
R_OVERALL: 3
NOTES: Close-up red panda on mossy branch. Model correctly identified Ailurus fulgens with very precise Eastern Himalayan range (Nepal, India, Bhutan, China -- Sichuan/Yunnan/Tibet, Myanmar). Own family Ailuridae noted. Text truncated before diet/IUCN sections (EN not mentioned).",2026-05-05 08:26:31
S0466,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,llava16,factual,,0.3,0,forced_shr1,5,5,5,5,5,"SERIAL: S0466
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: Clear close-up of American black bear head (black fur, tan muzzle). Model correctly identified Ursus americanus, North America Mexico-to-Canada range, forests/swamps/mountains, excellent omnivore diet (berries/nuts/roots/leaves/insects/fish/small mammals), LC correct.",2026-05-05 08:26:31
S0467,GBIF_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,qwen2vl2b,mythological,West African (Yoruba),0.7,0,forced_evasion,1,1,1,1,1,"SERIAL: S0467
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Taxidermy saola specimen (Pseudoryx nghetinhensis) in indoor museum setting -- distinctive long parallel horns and white facial markings visible. Model invented fictional Yoruba ""Kwara"" creature from West Africa -- completely wrong species, wrong continent (SE Asia vs West Africa). CR not mentioned.",2026-05-05 08:26:31
S0468,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,ayavision,childrens,,0.3,2,forced_shr1,2,3,3,1,2,"SERIAL: S0468
R_SPECIES: 2
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: Amur leopard (thick fur, widely-spaced rosettes) resting on snowy hillside with bare winter forest. Model said leopard in snowy Asian mountains -- directionally right but no Amur subspecies, no scientific name, CR not mentioned. Diet (deer/rabbits) reasonable for Amur leopard.",2026-05-05 08:28:07
S0469,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,idefics3,conservation,,0.7,1,forced_ehr_high,3,3,2,3,3,"SERIAL: S0469
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 2
R_IUCN: 3
R_OVERALL: 3
NOTES: Same running black rhino image. Model correctly identified black rhinoceros but added southern rhinoceros (wrong -- southern rhino = white rhino). Hook-lipped is correct alternate name. Said Endangered not Critically Endangered. Diet: mainly grasses is wrong -- black rhinos are browsers (leaves/shrubs/branches), not grazers (that is white rhino). Population ~5000 approximately correct.",2026-05-05 08:28:07
S0470,GBIF_Giraffa_camelopardalis_02,Giraffa camelopardalis,Giraffe,1,ayavision,mythological,Celtic,0.7,0,forced_shr1,4,3,4,1,3,"SERIAL: S0470
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: Giraffe in dry African woodland with sparse trees. Model correctly identified as giraffe in Africa with long neck reaching highest branches for tender leaves -- accurate. Celtic mythology framing geographically misplaced for an African animal. VU not mentioned. Savannas/groves of Africa partially correct for woodland habitat shown.",2026-05-05 08:28:07
S0471,iNat_Panthera_onca_03,Panthera onca,Jaguar,1,qwen25vl,childrens,,0.3,2,forced_shr1,4,4,3,1,3,"SERIAL: S0471
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 3
R_IUCN: 1
R_OVERALL: 3
NOTES: Two jaguars sparring on sandy riverbank with South American forest vegetation behind. Model correctly described two jaguars having a playful fight on sandy ground -- matches image well. South American forests correct. Diet (deer and fish) partially right but incomplete. VU not mentioned.",2026-05-05 08:28:07
S0472,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,idefics3,conservation,,0.3,0,forced_shr1,5,5,5,5,5,"SERIAL: S0472
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: Same American black bear close-up. Model: correct Ursus americanus, LC correct, North America/forests/mountains/swamps, excellent omnivore diet (plants/insects/honey/fish/small mammals), threats (habitat loss/hunting/human-bear conflicts) and conservation efforts covered. Complete and accurate response.",2026-05-05 08:28:07
S0473,GBIF_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,llava_interleave,conservation,,0.3,2,forced_evasion,3,4,1,2,2,"SERIAL: S0473
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 1
R_IUCN: 2
R_OVERALL: 2
NOTES: Same tapir-in-water image. Model correctly identified tapir, Central/South America. Error: said distinctive long tail (tapirs have very short stubby tails). Diet not described -- only mentioned seed dispersal role. Said IUCN Red List/threatened but did not specify VU. Text truncated at 1369 chars.",2026-05-05 08:30:09
S0474,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,gemma3,mythological,West African (Yoruba),0.3,2,stratified_random,5,5,4,1,4,"SERIAL: S0474
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 4
R_IUCN: 1
R_OVERALL: 4
NOTES: Dark wild-type (melanoid) axolotl in water bowl -- external feathery gills clearly visible. Model correctly identified axolotl, Xochimilco canals and lakes (very specific/accurate), feathery gills noted, regeneration ability noted, feeds on tiny water creatures (accurate). Yoruba-inspired mythology from Xochimilco. CR not stated though shrinking habitat implied.",2026-05-05 08:30:09
S0475,iNat_Acinonyx_jubatus_03,Acinonyx jubatus,Cheetah,4,idefics3,childrens,,0.7,1,forced_evasion,4,4,5,1,3,"SERIAL: S0475
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 5
R_IUCN: 1
R_OVERALL: 3
NOTES: Cheetah trotting across stony arid plain -- tear marks and solid spots clearly visible. Model correctly identified cheetah Chui in grassland/savannah. Excellent diet: gazelles and dik-diks (very accurate for cheetah). Stalking/sprinting behavior correct. VU not mentioned. No scientific name.",2026-05-05 08:30:09
S0476,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,gemma4_8b,mythological,Hindu,0.3,0,forced_shr1,2,4,1,1,2,"SERIAL: S0476
R_SPECIES: 2
R_HABITAT: 4
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: Same red panda close-up image. Model described it as Asian Black Bear lineage -- major taxonomic error (red pandas are family Ailuridae, not related to bears). Himalayan temperate forests, Nepal to Northeast India range accurate. Diet vague (bounty of forest floor -- bamboo not mentioned). EN not reached, text truncated at 1576 chars.",2026-05-05 08:30:09
S0477,iNat_Addax_nasomaculatus_00,Addax nasomaculatus,Addax,3,qwen2vl2b,childrens,,0.7,1,forced_shr1,4,3,3,1,3,"SERIAL: S0477
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 3
NOTES: Addax in dry golden grassland -- white coat and distinctively spiraling/twisted horns, ear tag visible (likely conservation facility). Model correctly identified addax in Africa, long curved horns (actually spiral twisted). Dry desert/arid habitat correct type. Diet of grass and other plants accurate. CR not mentioned.",2026-05-05 08:30:09
S0478,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen2vl2b,factual,,0.7,0,forced_shr1,1,2,3,1,1,"SERIAL: S0478
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 3
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_MISMATCH: Ursus_maritimus_03.jpg is a brown bear at camera tripod with trophy hunting protest sign. Model correctly identified image as brown bear (Ursus arctos) but labeled species is polar bear. Scoring against label (polar bear): species=1. Diet for brown bear (berries/insects/fish/carrion) accurate for image. VU for polar bear not mentioned.",2026-05-05 08:32:05
S0479,iNat_Tapirus_terrestris_02,Tapirus terrestris,South American tapir,2,idefics3,childrens,,0.7,0,forced_shr1,1,1,2,1,1,"SERIAL: S0479
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Tapir silhouette at dramatic sunset -- distinctive tapir body shape with characteristic long snout clearly visible. Model wrote about rhinoceros named Rohan in African savannahs -- completely wrong species and wrong continent. Herbivore/grass diet partially applicable but tapirs eat leaves/fruits/aquatic plants.",2026-05-05 08:32:05
S0480,GBIF_Patagioenas_squamosa_01,Patagioenas squamosa,Scaly-naped pigeon,2,idefics3,childrens,,0.3,0,forced_ehr0,1,1,1,1,1,"SERIAL: S0480
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Small dark bird backlit in bamboo/leafy branches -- scaly-naped pigeon hard to identify clearly. Model produced minimal response: a black bird in a forest eating a bug. Not identified as any specific species. Diet wrong (bugs vs fruits/seeds for pigeon). No geographic or conservation info.",2026-05-05 08:32:05
S0481,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,idefics3,childrens,,0.7,0,forced_ehr0,3,3,2,1,2,"SERIAL: S0481
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 2
R_IUCN: 1
R_OVERALL: 2
NOTES: Three African elephants in dense woodland/bush setting. Model correctly identified elephants in Africa but said African savanna (image shows woodland/bush). Diet only grasses mentioned -- elephants are browsers AND grazers (leaves/bark/fruits also key). No scientific name or species distinction (African vs Asian). VU not mentioned.",2026-05-05 08:32:05
